Exercício: 2016;;;;;;;;
Escopo: Municípios do Estado - AL;;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta; Valor ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 24.799,58 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 24.799,58 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 24.799,58 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 14.890.526,08 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 14.890.526,08 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 12.109.619,62 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 11.993.320,51 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 11.167.940,93 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.01.03.00 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota Anual;siconfi-cor_RO1.7.2.1.01.03.00; R$ 493.534,85 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.01.04.00 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho (67)(I);siconfi-cor_RO1.7.2.1.01.04.00; R$ 330.640,41 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 1.204,32 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.00.00; R$ 93.959,55 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.2.1.22.70.00; R$ 93.959,55 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 12.378,36 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.1.99.00.00 - Outras Transferências da União;siconfi-cor_RO1.7.2.1.99.00.00; R$ 9.961,20 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 2.780.906,46 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 2.764.805,34 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 2.521.262,31 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00; R$ 222.158,29 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.01.04.00 - Cota-Parte do IPI - Municípios;siconfi-cor_RO1.7.2.2.01.04.00; R$ 1.652,65 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;siconfi-cor_RO1.7.2.2.01.13.00; R$ 19.732,09 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.22.00.00 - Transferências da Cota-Parte da Compensação Financeira (25%);siconfi-cor_RO1.7.2.2.22.00.00; R$ 16.101,12 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.7.2.2.22.30.00 - Cota-Parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 artigo 9º;siconfi-cor_RO1.7.2.2.22.30.00; R$ 16.101,12 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.0.0.00.00.00 - Outras Receitas Correntes;siconfi-cor_RO1.9.0.0.00.00.00; R$ 17.325,08 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.2.0.00.00.00 - Indenizações e Restituições;siconfi-cor_RO1.9.2.0.00.00.00; R$ 17.062,17 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.2.2.00.00.00 - Restituições;siconfi-cor_RO1.9.2.2.00.00.00; R$ 17.062,17 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.2.2.99.00.00 - Outras Restituições;siconfi-cor_RO1.9.2.2.99.00.00; R$ 17.062,17 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.3.0.00.00.00 - Receita da Dívida Ativa;siconfi-cor_RO1.9.3.0.00.00.00; R$ 262,91 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária;siconfi-cor_RO1.9.3.1.00.00.00; R$ 262,91 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Receitas Brutas Realizadas;1.9.3.1.11.00.00 - Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;siconfi-cor_RO1.9.3.1.11.00.00; R$ 262,91 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;Total Receitas;siconfi-cor_TotalReceitas; R$ 2.785.319,01 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 2.785.319,01 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 2.785.319,01 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 2.785.319,01 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 2.236.304,23 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 2.233.828,63 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 2.233.587,83 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 240,80 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 2.475,60 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 549.014,78 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 549.014,78 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 504.252,53 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00; R$ 44.431,70 ;
Prefeitura Municipal de Dois Riachos - AL;2702504;AL;11224;Deduções - FUNDEB;1.7.2.2.01.04.00 - Cota-Parte do IPI - Municípios;siconfi-cor_RO1.7.2.2.01.04.00; R$ 330,55 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas; R$ 66.725.582,36 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 58.089.381,10 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.0.0.00.00.00 - Receita Tributária;siconfi-cor_RO1.1.0.0.00.00.00; R$ 1.993.440,94 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.0.00.00.00 - Impostos;siconfi-cor_RO1.1.1.0.00.00.00; R$ 1.936.175,55 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;siconfi-cor_RO1.1.1.2.00.00.00; R$ 971.509,21 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;siconfi-cor_RO1.1.1.2.02.00.00; R$ 14.789,98 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;siconfi-cor_RO1.1.1.2.04.00.00; R$ 923.380,52 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;siconfi-cor_RO1.1.1.2.04.31.00; R$ 923.380,52 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;"1.1.1.2.08.00.00 - Imposto sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI""";siconfi-cor_RO1.1.1.2.08.00.00; R$ 33.338,71 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;siconfi-cor_RO1.1.1.3.00.00.00; R$ 964.666,34 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;siconfi-cor_RO1.1.1.3.05.00.00; R$ 964.666,34 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.2.0.00.00.00 - Taxas;siconfi-cor_RO1.1.2.0.00.00.00; R$ 57.265,39 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;siconfi-cor_RO1.1.2.1.00.00.00; R$ 51.955,89 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.00.00.00; R$ 5.309,50 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.2.2.28.00.00 - Taxa de Cemitérios;siconfi-cor_RO1.1.2.2.28.00.00; R$ 5.241,50 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.1.2.2.99.00.00 - Outras Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.99.00.00; R$ 68,00 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.0.0.00.00.00 - Receitas de Contribuições;siconfi-cor_RO1.2.0.0.00.00.00; R$ 5.711.425,07 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.1.0.00.00.00 - Contribuições Sociais;siconfi-cor_RO1.2.1.0.00.00.00; R$ 5.487.334,86 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público;siconfi-cor_RO1.2.1.0.29.00.00; R$ 5.487.334,86 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.1.0.29.01.00 - Contribuição Patronal de Servidor Ativo Civil para o Regime Próprio;siconfi-cor_RO1.2.1.0.29.01.00; R$ 3.411.831,53 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.1.0.29.07.00 - Contribuição do Servidor Ativo Civil para o Regime Próprio;siconfi-cor_RO1.2.1.0.29.07.00; R$ 2.075.503,33 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.2.0.00.00.00 - Contribuições de Intervenção no Domínio Econômico;siconfi-cor_RO1.2.2.0.00.00.00; R$ 224.090,21 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.2.2.0.99.00.00 - Outras Contribuições Econômicas;siconfi-cor_RO1.2.2.0.99.00.00; R$ 224.090,21 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 1.244.958,18 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 910.887,89 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 400.099,67 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.3.2.8.00.00.00 - Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor;siconfi-cor_RO1.3.2.8.00.00.00; R$ 510.788,22 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.3.9.0.00.00.00 - Outras Receitas Patrimoniais;siconfi-cor_RO1.3.9.0.00.00.00; R$ 334.070,29 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 49.139.556,91 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 49.139.556,91 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 28.192.489,62 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 20.998.327,28 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 20.991.991,20 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 6.336,08 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.00.00; R$ 182.715,14 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.22.40.00 - Cota-Parte Royalties pelo Excedente da Produção do Petróleo - Lei nº 9.478/97 artigo 49 I e II;siconfi-cor_RO1.7.2.1.22.40.00; R$ 9.953,44 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.2.1.22.70.00; R$ 172.761,70 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo;siconfi-cor_RO1.7.2.1.33.00.00; R$ 4.840.614,32 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS;siconfi-cor_RO1.7.2.1.34.00.00; R$ 554.193,67 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE;siconfi-cor_RO1.7.2.1.35.00.00; R$ 1.589.878,44 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 14.119,20 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.1.99.00.00 - Outras Transferências da União;siconfi-cor_RO1.7.2.1.99.00.00; R$ 12.641,57 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 3.829.340,53 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 3.617.683,24 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 3.269.420,82 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00; R$ 307.658,66 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.01.04.00 - Cota-Parte do IPI - Municípios;siconfi-cor_RO1.7.2.2.01.04.00; R$ 1.964,70 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;siconfi-cor_RO1.7.2.2.01.13.00; R$ 38.639,06 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.22.00.00 - Transferências da Cota-Parte da Compensação Financeira (25%);siconfi-cor_RO1.7.2.2.22.00.00; R$ 1.977,28 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.22.20.00 - Cota-Parte da Compensação Financeira de Recursos Minerais - CFEM;siconfi-cor_RO1.7.2.2.22.20.00; R$ 1.977,28 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo;siconfi-cor_RO1.7.2.2.33.00.00; R$ 209.680,01 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.4.00.00.00 - Transferências Multigovernamentais;siconfi-cor_RO1.7.2.4.00.00.00; R$ 17.117.726,76 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.01.00.00; R$ 13.652.798,76 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.02.00.00; R$ 3.464.928,00 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.0.0.0.00.00.00 - Receitas de Capital;siconfi-cor_RO2.0.0.0.00.00.00; R$ 7.493.462,16 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.0.0.00.00.00 - Transferências de Capital;siconfi-cor_RO2.4.0.0.00.00.00; R$ 7.493.462,16 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO2.4.2.0.00.00.00; R$ 309.847,84 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.2.1.00.00.00 - Transferências da União;siconfi-cor_RO2.4.2.1.00.00.00; R$ 309.847,84 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.2.1.02.00.00 - Transferências de Recursos Destinados a Programas de Educação;siconfi-cor_RO2.4.2.1.02.00.00; R$ 309.847,84 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.0.00.00.00 - Transferências de Convênios;siconfi-cor_RO2.4.7.0.00.00.00; R$ 7.183.614,32 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades;siconfi-cor_RO2.4.7.1.00.00.00; R$ 7.183.614,32 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.1.02.00.00 - Transferências de Convênios da União Destinadas a Programas de Educação;siconfi-cor_RO2.4.7.1.02.00.00; R$ 657.369,47 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.1.03.00.00 - Transferências de Convênios da União Destinadas a Programas de Saneamento Básico;siconfi-cor_RO2.4.7.1.03.00.00; R$ 5.300.506,68 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.1.05.00.00 - Transferências de Convênios da União Destinadas a Programas de Infraestrutura em Transporte;siconfi-cor_RO2.4.7.1.05.00.00; R$ 738.238,17 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;2.4.7.1.99.00.00 - Outras Transferências de Convênios da União;siconfi-cor_RO2.4.7.1.99.00.00; R$ 487.500,00 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.0.0.0.00.00.00 - Receitas Correntes Intraorçamentárias;siconfi-cor_RI7.0.0.0.00.00.00; R$ 1.142.739,10 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.2.0.0.00.00.00 - Receitas de Contribuições Intraorçamentárias;siconfi-cor_RI7.2.0.0.00.00.00; R$ 1.142.739,10 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.2.1.0.00.00.00 - Contribuições Sociais Intraorçamentárias;siconfi-cor_RI7.2.1.0.00.00.00; R$ 1.142.739,10 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público Intraorçamentárias;siconfi-cor_RI7.2.1.0.29.00.00; R$ 1.142.739,10 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.2.1.0.29.16.00 - Receita de Recolhimento da Contribuição Patronal, oriunda do Pagamento de Sentenças Judiciais Intraorçamentária;siconfi-cor_RI7.2.1.0.29.16.00; R$ 201.597,80 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Receitas Brutas Realizadas;7.2.1.0.29.99.00 - Outras Contribuições para o Regime Próprio de Previdência do Servidor Público Intraorçamentárias;siconfi-cor_RI7.2.1.0.29.99.00; R$ 941.141,30 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Deduções - FUNDEB;Total Receitas;siconfi-cor_TotalReceitas; R$ 4.629.836,69 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Deduções - FUNDEB;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 4.629.836,69 ;
Prefeitura Municipal de Igaci - AL;2703106;AL;26041;Deduções - FUNDEB;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 4.629.836,69 ;
