Exercício: 2016;;;;;;;;
Escopo: Municípios do Estado - AL;;;;;;;;
Tabela: Receitas Orçamentárias (Anexo I-C);;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta; Valor ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas; R$ 149.095.373,24 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 146.764.598,24 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.0.0.00.00.00 - Receita Tributária;siconfi-cor_RO1.1.0.0.00.00.00; R$ 7.902.802,78 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.0.00.00.00 - Impostos;siconfi-cor_RO1.1.1.0.00.00.00; R$ 7.554.787,66 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;siconfi-cor_RO1.1.1.2.00.00.00; R$ 4.269.015,73 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;siconfi-cor_RO1.1.1.2.02.00.00; R$ 158.601,59 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;siconfi-cor_RO1.1.1.2.04.00.00; R$ 3.984.655,82 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;siconfi-cor_RO1.1.1.2.04.31.00; R$ 3.712.925,18 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.2.04.34.00 - Retido nas Fontes - Outros Rendimentos;siconfi-cor_RO1.1.1.2.04.34.00; R$ 271.730,64 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;"1.1.1.2.08.00.00 - Imposto sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI""";siconfi-cor_RO1.1.1.2.08.00.00; R$ 125.758,32 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;siconfi-cor_RO1.1.1.3.00.00.00; R$ 3.285.771,93 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;siconfi-cor_RO1.1.1.3.05.00.00; R$ 3.285.771,93 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.2.0.00.00.00 - Taxas;siconfi-cor_RO1.1.2.0.00.00.00; R$ 348.015,12 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;siconfi-cor_RO1.1.2.1.00.00.00; R$ 248.797,96 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.00.00.00; R$ 99.217,16 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.1.2.2.99.00.00 - Outras Taxas pela Prestação de Serviços;siconfi-cor_RO1.1.2.2.99.00.00; R$ 99.217,16 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 655.597,88 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 655.597,88 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 655.597,88 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 124.578.754,75 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 124.153.754,75 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 75.499.405,44 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 29.982.166,49 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 29.980.290,47 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 1.876,02 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.00.00; R$ 273.393,05 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.22.30.00 - Cota-Parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89;siconfi-cor_RO1.7.2.1.22.30.00; R$ 38.494,21 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.2.1.22.70.00; R$ 234.898,84 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo;siconfi-cor_RO1.7.2.1.33.00.00; R$ 42.058.935,40 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS;siconfi-cor_RO1.7.2.1.34.00.00; R$ 1.196.461,15 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE;siconfi-cor_RO1.7.2.1.35.00.00; R$ 1.933.618,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 29.516,28 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.1.99.00.00 - Outras Transferências da União;siconfi-cor_RO1.7.2.1.99.00.00; R$ 25.315,07 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 23.553.657,86 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 6.186.452,04 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 4.893.198,74 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.01.02.00 - Cota-Parte do IPVA;siconfi-cor_RO1.7.2.2.01.02.00; R$ 1.228.122,51 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.01.04.00 - Cota-Parte do IPI - Municípios;siconfi-cor_RO1.7.2.2.01.04.00; R$ 3.160,83 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;siconfi-cor_RO1.7.2.2.01.13.00; R$ 61.969,96 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo;siconfi-cor_RO1.7.2.2.33.00.00; R$ 17.367.205,82 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.4.00.00.00 - Transferências Multigovernamentais;siconfi-cor_RO1.7.2.4.00.00.00; R$ 25.100.691,45 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.01.00.00; R$ 19.995.961,88 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB;siconfi-cor_RO1.7.2.4.02.00.00; R$ 5.104.729,57 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.6.0.00.00.00 - Transferências de Convênios;siconfi-cor_RO1.7.6.0.00.00.00; R$ 425.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.6.1.00.00.00 - Transferências de Convênios da União e de Suas Entidades;siconfi-cor_RO1.7.6.1.00.00.00; R$ 425.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.7.6.1.99.00.00 - Outras Transferências de Convênios da União;siconfi-cor_RO1.7.6.1.99.00.00; R$ 425.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.0.0.00.00.00 - Outras Receitas Correntes;siconfi-cor_RO1.9.0.0.00.00.00; R$ 13.627.442,83 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.2.0.00.00.00 - Indenizações e Restituições;siconfi-cor_RO1.9.2.0.00.00.00; R$ 13.424.184,81 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.2.1.00.00.00 - Indenizações;siconfi-cor_RO1.9.2.1.00.00.00; R$ 5.082,66 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.2.2.00.00.00 - Restituições;siconfi-cor_RO1.9.2.2.00.00.00; R$ 13.419.102,15 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.2.2.99.00.00 - Outras Restituições;siconfi-cor_RO1.9.2.2.99.00.00; R$ 13.419.102,15 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.3.0.00.00.00 - Receita da Dívida Ativa;siconfi-cor_RO1.9.3.0.00.00.00; R$ 202.833,82 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária;siconfi-cor_RO1.9.3.1.00.00.00; R$ 202.833,82 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.3.1.13.00.00 - Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza ¿ ISS;siconfi-cor_RO1.9.3.1.13.00.00; R$ 202.833,82 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.9.0.00.00.00 - Receitas Diversas;siconfi-cor_RO1.9.9.0.00.00.00; R$ 424,20 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;1.9.9.0.99.00.00 - Outras Receitas;siconfi-cor_RO1.9.9.0.99.00.00; R$ 424,20 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.0.0.0.00.00.00 - Receitas de Capital;siconfi-cor_RO2.0.0.0.00.00.00; R$ 2.330.775,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.0.0.00.00.00 - Transferências de Capital;siconfi-cor_RO2.4.0.0.00.00.00; R$ 783.930,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO2.4.2.0.00.00.00; R$ 636.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.2.1.00.00.00 - Transferências da União;siconfi-cor_RO2.4.2.1.00.00.00; R$ 636.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO2.4.2.1.01.00.00; R$ 636.000,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.7.0.00.00.00 - Transferências de Convênios;siconfi-cor_RO2.4.7.0.00.00.00; R$ 147.930,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades;siconfi-cor_RO2.4.7.1.00.00.00; R$ 147.930,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.4.7.1.99.00.00 - Outras Transferências de Convênios da União;siconfi-cor_RO2.4.7.1.99.00.00; R$ 147.930,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.5.0.0.00.00.00 - Outras Receitas de Capital;siconfi-cor_RO2.5.0.0.00.00.00; R$ 1.546.845,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Receitas Brutas Realizadas;2.5.9.0.00.00.00 - Outras Receitas;siconfi-cor_RO2.5.9.0.00.00.00; R$ 1.546.845,00 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;Total Receitas;siconfi-cor_TotalReceitas; R$ 9.910.249,87 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 9.910.249,87 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 9.910.249,87 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 9.910.249,87 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 9.910.249,87 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 9.896.512,88 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 9.895.856,34 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 656,54 ;
Prefeitura Municipal de Santana do Ipanema - AL;2708006;AL;47820;Deduções - FUNDEB;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 13.736,99 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;Total Receitas;siconfi-cor_TotalReceitas; R$ 30.337.646,34 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.0.0.0.00.00.00 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.00.00; R$ 26.724.824,43 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.0.0.00.00.00 - Receita Tributária;siconfi-cor_RO1.1.0.0.00.00.00; R$ 389.818,63 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.0.00.00.00 - Impostos;siconfi-cor_RO1.1.1.0.00.00.00; R$ 375.859,58 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;siconfi-cor_RO1.1.1.2.00.00.00; R$ 119.920,28 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;siconfi-cor_RO1.1.1.2.02.00.00; R$ 230,18 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;siconfi-cor_RO1.1.1.2.04.00.00; R$ 117.804,10 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;siconfi-cor_RO1.1.1.2.04.31.00; R$ 117.804,10 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;"1.1.1.2.08.00.00 - Imposto sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI""";siconfi-cor_RO1.1.1.2.08.00.00; R$ 1.886,00 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;siconfi-cor_RO1.1.1.3.00.00.00; R$ 255.939,30 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;siconfi-cor_RO1.1.1.3.05.00.00; R$ 255.939,30 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.2.0.00.00.00 - Taxas;siconfi-cor_RO1.1.2.0.00.00.00; R$ 13.959,05 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;siconfi-cor_RO1.1.2.1.00.00.00; R$ 13.959,05 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.2.0.0.00.00.00 - Receitas de Contribuições;siconfi-cor_RO1.2.0.0.00.00.00; R$ 2.494.509,83 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.2.1.0.00.00.00 - Contribuições Sociais;siconfi-cor_RO1.2.1.0.00.00.00; R$ 2.312.822,21 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público;siconfi-cor_RO1.2.1.0.29.00.00; R$ 2.312.822,21 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.2.1.0.29.07.00 - Contribuição do Servidor Ativo Civil para o Regime Próprio;siconfi-cor_RO1.2.1.0.29.07.00; R$ 2.312.822,21 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.2.3.0.00.00.00 - Contribuição para Custeio do Serviço de Iluminação Pública;siconfi-cor_RO1.2.3.0.00.00.00; R$ 181.687,62 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.3.0.0.00.00.00 - Receita Patrimonial;siconfi-cor_RO1.3.0.0.00.00.00; R$ 47.278,82 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;siconfi-cor_RO1.3.2.0.00.00.00; R$ 47.278,82 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;siconfi-cor_RO1.3.2.5.00.00.00; R$ 46.796,49 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.3.2.8.00.00.00 - Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor;siconfi-cor_RO1.3.2.8.00.00.00; R$ 482,33 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.6.0.0.00.00.00 - Receita de Serviços;siconfi-cor_RO1.6.0.0.00.00.00; R$ 14.310,00 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.6.0.0.44.00.00 - Serviços de Abate de Animais;siconfi-cor_RO1.6.0.0.44.00.00; R$ 14.310,00 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.0.0.00.00.00 - Transferências Correntes;siconfi-cor_RO1.7.0.0.00.00.00; R$ 23.775.330,90 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.0.00.00.00 - Transferências Intergovernamentais;siconfi-cor_RO1.7.2.0.00.00.00; R$ 23.775.330,90 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.00.00.00 - Transferências da União;siconfi-cor_RO1.7.2.1.00.00.00; R$ 18.189.661,97 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.01.00.00 - Participação na Receita da União;siconfi-cor_RO1.7.2.1.01.00.00; R$ 17.996.686,47 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;siconfi-cor_RO1.7.2.1.01.02.00; R$ 16.751.911,41 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.01.03.00 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota Anual;siconfi-cor_RO1.7.2.1.01.03.00; R$ 740.302,31 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.01.04.00 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho (67)(I);siconfi-cor_RO1.7.2.1.01.04.00; R$ 495.960,60 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;siconfi-cor_RO1.7.2.1.01.05.00; R$ 8.512,15 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;siconfi-cor_RO1.7.2.1.22.00.00; R$ 145.718,35 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.22.30.00 - Cota-Parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89;siconfi-cor_RO1.7.2.1.22.30.00; R$ 4.779,04 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP;siconfi-cor_RO1.7.2.1.22.70.00; R$ 140.939,31 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96;siconfi-cor_RO1.7.2.1.36.00.00; R$ 24.265,08 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.1.99.00.00 - Outras Transferências da União;siconfi-cor_RO1.7.2.1.99.00.00; R$ 22.992,07 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.2.00.00.00 - Transferências dos Estados;siconfi-cor_RO1.7.2.2.00.00.00; R$ 5.585.668,93 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.2.01.00.00 - Participação na Receita dos Estados;siconfi-cor_RO1.7.2.2.01.00.00; R$ 5.552.371,10 ;
Prefeitura Municipal de Colônia Leopoldina - AL;2702108;AL;21636;Receitas Brutas Realizadas;1.7.2.2.01.01.00 - Cota-Parte do ICMS;siconfi-cor_RO1.7.2.2.01.01.00; R$ 5.314.068,39 ;
